FName,LName,Gender,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
Filipp,Giaretta,F,260,1001243,CRAWFORDSVILLE,IN,47934,M,N,23000,3.4,0,2000,0
Devanand,Okumoto,F,319,1003290,TIPTON,IA,52772,S,Y,45000,7.111101,40,0,40
Amalia,Penberthy,M,727,1000608,TALLAHASSEE,FL,32308,S,Y,55500,0.0,0,0,0
Ivo,Kohli,M,480,1000255,WILLOW BEACH,AZ,86445,S,Y,80000,3.955,2100,0,2300
Milt,Hammerle,M,787,1008994,JUNCOS,PR,777,M,N,24000,0.0,0,0,0
Burra,Perez,M,808,1004125,SCHOFIELD BARRACKS,HI,96857,M,N,92000,8.25,0,2080,0
Batoul,Husain,F,206,1001646,FORD,WA,99013,S,Y,79500,0.0,0,0,0
Martin,Galesi,M,802,1013415,WARREN,VT,5674,M,N,26000,3.6,0,6600,0
Nadir,Silly,M,918,1004842,SAVANNA,OK,74565,M,N,94000,6.25,0,2000,0
Sigalit,Deter,F,334,1004263,ANNISTON,AL,36205,M,N,33500,5.0,0,3000,0
Hidetsune,Godsey,M,505,1013957,VADO,NM,88072,M,N,85000,5.3,0,6600,0
Anupan,Kruyt,F,706,1000745,COLUMBUS,GA,31917,M,N,44000,6.0,0,5400,0
Dongdai,McMorrow,F,402,1003549,BUSHNELL,NE,69128,M,N,44000,6.84,0,206,0
Nadjiba,Mandell,F,406,1005655,CAMERON,MT,59720,S,Y,17000,6.9,1900,0,1900
Naveen,DeBellis,F,207,1009731,SAINT ALBANS,ME,4971,S,N,32000,8.5,2850,0,0
Huaiyuan,Jacopini,F,304,1009158,DEEP WATER,WV,25057,S,Y,67500,6.5,2000,0,2000
Esperanza,Walrath,F,315,1001204,MOOERS FORKS,NY,12959,S,Y,66500,4.338872,0,0,1000
Kozi,Zhakarov,M,913,1000776,HAMILTON,KS,66853,S,Y,31000,6.45,2250,0,2250
Kavi,Terpou,F,503,1006416,BEND,OR,97702,M,N,17000,9.0,0,318,0
Somasundaram,Ghemri,M,859,1001142,WILLARD,KY,41181,M,N,64000,5.388889,0,40,0
Irina,Murashita,M,480,1001319,TUCSON,AZ,85747,M,N,20500,3.03275,0,4200,0
Yumi,Laugerotte,F,219,1000147,SPRINGVILLE,IN,47462,M,N,97500,3.4,0,2000,0
Sahin,Spelt,M,518,1001263,BUFFALO,NY,14212,S,Y,8500,4.0028963,0,0,1000
Inhan,Joslin,M,562,1002450,SACRAMENTO,CA,95836,S,Y,28500,6.2364273,87,0,272
Enno,Berges,M,302,1004833,DAGSBORO,DE,19939,M,N,74500,5.95,0,220,0
Vilas,Rattan,F,786,1000521,PUNTA GORDA,FL,33955,M,N,71500,0.0,0,0,0
Gale,Womack,F,720,1003331,BETHUNE,CO,80805,S,Y,47500,4.63,0,0,0
Georgios,Simajiri,M,251,1001170,CARBON HILL,AL,35549,S,Y,15500,5.0,1500,0,300
Shalhav,Nittel,F,919,1000893,CHARLOTTE,NC,28258,M,N,94500,7.715035,0,6600,0
Brahm,Reischert,M,810,1001427,KALAMAZOO,MI,49007,M,N,90000,3.9,0,6200,0
Noriaki,Kretser,M,406,1003673,HELENA,MT,59623,M,N,76500,6.9,0,3800,0
Vivekananda,Rispoli,M,412,1000201,ERIE,PA,16510,S,Y,86500,3.07,0,0,0
Shelton,Belyaev,M,406,1015366,LORING,MT,59537,S,Y,51000,6.9,1900,0,1900
Benhur,Nastea,F,620,1000709,WOODSTON,KS,67675,S,N,97000,6.45,2250,0,0
Tapas,Bouquet,F,318,1001318,CUT OFF,LA,70345,S,Y,36500,6.0,4500,0,1000
Giorgios,Dunki,M,912,1000191,HOGANSVILLE,GA,30230,S,N,58000,6.0,2700,0,0
Fadila,Schoener,M,864,1004864,WEST COLUMBIA,SC,29172,S,Y,82500,7.0,3300,0,3300
Jinyan,Vieweg,F,307,1012281,CASPER,WY,82601,M,N,9000,0.0,0,0,0
Edna,Berdichevsky,M,307,1003235,SHOSHONI,WY,82649,M,N,75000,0.0,0,0,0
Christinger,Bhatt,M,330,1001602,TOLEDO,OH,43609,S,Y,35000,1.7078462,1300,0,1300
Elaine,Burston,M,559,1003696,LOS ANGELES,CA,90089,M,N,86000,9.3,0,174,0
Lamine,Dinkhoff,F,228,1004406,WHEELER,MS,38880,S,Y,10000,5.0,6000,0,1500
Mong,Krings,M,724,1001534,PHILADELPHIA,PA,19173,S,Y,92000,3.07,0,0,0
Theis,Yijun,F,770,1001359,LENOX,GA,31637,M,N,27500,6.0,0,5400,0
Ahwin,Landvogt,M,406,1014372,EDGAR,MT,59026,S,Y,87000,6.9,1900,0,1900
Hanspeter,Aberth,M,702,1003130,SPARKS,NV,89434,S,Y,73000,0.0,0,0,0
Susannne,Reiher,F,715,1001476,GREENWOOD,WI,54437,M,N,46500,5.254348,0,1400,0
Ramalingam,Ramiller,F,720,1001599,DINOSAUR,CO,81633,M,N,93500,4.63,0,0,0
Zhongde,Pelayo,F,270,1004206,HARDIN,KY,42048,S,Y,38000,3.9444444,20,0,20
Adhemar,Nadji,F,605,1011955,WORTHING,SD,57077,M,N,85000,0.0,0,0,0
Winston,Hojati,F,607,1000705,BRIDGEWATER,NY,13313,M,N,10500,4.0144815,0,0,0
Raymoond,Purdy,F,484,1001064,PRESTON PARK,PA,18455,S,Y,63500,3.07,0,0,0
Stanford,Petzsch,M,916,1000484,GOLETA,CA,93199,M,N,26500,5.7642727,0,174,0
Agnieszka,Tichkiewitch,F,731,1000222,BENTON,TN,37307,S,Y,97500,0.0,0,0,0
Vishwani,Drenick,F,206,1002131,WAITSBURG,WA,99361,S,Y,15500,0.0,0,0,0
Chutimet,Tiemann,M,571,1000465,DAYTON,VA,22821,M,N,25000,5.75,0,1800,0
Muralidhar,Kriman,F,551,1000941,EDISON,NJ,8817,M,N,14500,1.4,0,2000,0
Hassane,Retz,F,719,1000624,ELBERT,CO,80106,M,N,98000,4.63,0,0,0
Schuyler,Angele,F,215,1000216,JEROME,PA,15937,S,Y,57000,3.07,0,0,0
Graem,Lejter,M,207,1011872,EDDINGTON,ME,4428,S,Y,50500,8.5,2850,0,2850
Elvis,Kemppainen,M,302,1009462,GREENWOOD,DE,19950,S,Y,60500,5.95,110,0,110
Tokinori,Schank,M,301,1000678,SUITLAND,MD,20746,S,Y,100000,4.75,2400,0,2400
Rik,Gonzalez,M,352,1000300,FORT LAUDERDALE,FL,33317,M,N,15500,0.0,0,0,0
Sibyl,Remedios,M,229,1000759,GAINESVILLE,GA,30504,M,N,76500,6.0,0,5400,0
Thyagarajan,Einsfeld,F,907,1001936,BARROW,AK,99723,S,Y,70000,0.0,0,0,0
Tatsumi,Witteveen,M,515,1002538,WEST BEND,IA,50597,M,N,76000,8.98,0,80,0
Kouji,Manacher,M,207,1002292,DIXMONT,ME,4932,M,N,25000,8.5,0,5700,0
Myla,Priest,F,603,1002241,GILMANTON,NH,3237,S,Y,43500,0.0,0,0,0
Janell,Flanders,M,434,1001658,COVINGTON,VA,24426,S,Y,55000,5.75,900,0,900
Keld,Shikarpur,F,870,1005815,HARRELL,AR,71745,M,N,85000,7.0,0,40,0
Patrik,Losco,F,786,1000469,BOCA RATON,FL,33431,S,Y,72000,0.0,0,0,0
Francisca,Ikehata,M,808,1004637,HONOLULU,HI,96820,S,Y,8000,2.4815788,1040,0,1040
Marla,Rabagliati,F,515,1001174,CEDAR RAPIDS,IA,52401,M,N,35000,5.567322,0,80,0
Inien,Granlund,F,978,1001343,WEST SPRINGFIELD,MA,1089,M,N,6000,5.3,0,7150,0
Keri,Miara,M,719,1002419,COLORADO SPRINGS,CO,80946,S,Y,70500,4.63,0,0,0
Nazim,Pelz,M,339,1001537,LEVERETT,MA,1054,S,Y,51500,5.3,3575,0,1000
Krzyszfof,Kyung,M,423,1004192,FRANKLIN,TN,37065,M,N,55500,0.0,0,0,0
Etsuko,Zhongzhi,M,843,1005494,HILTON HEAD ISLAND,SC,29938,S,Y,4000,3.1259727,3300,0,3300
Aad,DiPasquo,M,307,1015164,EVANSTON,WY,82930,S,Y,92500,0.0,0,0,0
Jesse,Lorin,F,205,1004348,ALBERTVILLE,AL,35951,M,N,77000,5.0,0,3000,0
Ammei,Redmond,M,864,1004777,HANAHAN,SC,29410,S,Y,48500,7.0,3300,0,3300
Bette,Szilard,M,406,1013682,WHITLASH,MT,59545,S,Y,42000,6.9,1900,0,1900
Athar,Sieferas,M,215,1000313,CARMICHAELS,PA,15320,M,N,23000,3.07,0,0,0
Veroniek,Gide,M,731,1004223,OLD HICKORY,TN,37138,M,N,82500,0.0,0,0,0
Amund,Goffin,F,562,1002554,EL MONTE,CA,91731,M,N,47000,9.3,0,174,0
Mike,Hermanns,F,701,1012378,REGENT,ND,58650,M,N,56000,2.404876,0,6600,0
Balasubramaniam,Ulupinar,F,913,1002403,TOPEKA,KS,66699,M,N,77000,6.45,0,4500,0
Ratnesh,Kavi,M,720,1004584,WHEAT RIDGE,CO,80033,M,Y,76000,4.63,0,0,0
Anindo,Skinner,M,302,1009772,SEAFORD,DE,19973,S,N,74000,5.95,110,0,0
Dale,Thoresen,F,843,1001410,DUNCAN,SC,29390,M,N,41500,7.0,0,6600,0
Margie,Verelst,F,918,1005198,MONROE,OK,74947,S,Y,50000,6.25,1000,0,1000
Swaroop,Panagaden,F,317,1000723,ROCKPORT,IN,47635,S,Y,74000,3.4,1000,0,1000
Suchitra,Rioboo,F,302,1012653,WILMINGTON,DE,19889,M,N,83000,5.95,0,220,0
Kristinn,Harnpanichpun,F,405,1005113,JAY,OK,74346,S,Y,18500,6.25,1000,0,1000
Kim,Borucki,F,208,1012615,FAIRFIELD,ID,83327,S,Y,76000,7.8,3300,0,3300
Vir,Nykanen,M,317,1000895,PITTSBORO,IN,46167,M,Y,18000,3.4,0,2000,1000
Efthimis,Morrell,F,203,1007362,CHESHIRE,CT,6408,S,Y,33500,5.0,12750,0,0
Yunghsiang,Hagglund,F,559,1004814,OAKLAND,CA,94661,S,Y,12500,2.4591928,87,0,272
Kahlil,Seung,F,704,1001698,TUXEDO,NC,28784,S,Y,58500,6.95979,3300,0,3300
Sukemitsu,Molenkamp,F,413,1001539,LOWELL,MA,1852,M,N,26000,5.3,0,7150,0
Vaclav,Hemenway,M,207,1003175,OXFORD,ME,4270,M,N,22000,8.5,0,5700,0
Mao,Gudjonsson,M,623,1002661,KEARNY,AZ,85237,S,Y,86500,4.05575,2100,0,2300
Evelina,Iliopoulos,F,269,1003495,ALPHA,MI,49902,M,N,73500,3.9,0,6200,0
Chabane,Forcade,F,401,1018930,PROVIDENCE,RI,2904,S,Y,73000,0.0,0,0,0
Oskar,Scherl,M,207,1013639,OWLS HEAD,ME,4854,M,N,69500,8.5,0,5700,0
Huifen,Papastavrou,F,678,1001155,CARROLLTON,GA,30116,M,N,13500,6.0,0,5400,0
Zixiang,Aimeur,F,812,1002790,INDIANAPOLIS,IN,46231,M,Y,58000,3.4,0,2000,1000
Sajio,Hellwagner,F,410,1002651,BALTIMORE,MD,21209,S,Y,8000,4.75,2400,0,2400
Yoshiaki,Ulery,M,425,1001857,OTIS ORCHARDS,WA,99027,M,N,55000,0.0,0,0,0
Serenella,Schwarzler,F,561,1000268,ORLANDO,FL,32834,S,Y,61000,0.0,0,0,0
Shuang,Lugannani,F,202,1009218,WASHINGTON,DC,20068,S,Y,32500,9.0,1370,0,1370
Ganesh,Shahrbabaki,F,802,1016208,BRISTOL,VT,5443,M,N,83500,4.666397,0,6600,0
Pertti,Luzi,M,917,1000638,OLD BETHPAGE,NY,11804,M,N,72500,4.373628,0,0,0
Tianqing,Saracelli,F,308,1001878,HOLDREGE,NE,68949,M,Y,68500,6.84,0,206,103
Gardner,Clouse,M,856,1001561,MORRISTOWN,NJ,7962,S,Y,1500,1.4,1000,0,1500
Meliu,Sloman,F,205,1003177,MOUNDVILLE,AL,35474,S,Y,96000,5.0,1500,0,300
Pham,Machine,M,336,1000287,SUNBURY,NC,27979,M,N,92500,7.673077,0,6600,0
Guoting,Abdennadher,M,971,1006048,DAYVILLE,OR,97825,S,Y,68500,9.0,159,0,159
Tinne,Uckan,F,769,1001954,RIDGELAND,MS,39157,S,Y,22500,5.0,6000,0,1500
Christine,Blomberg,F,814,1000358,WOODLYN,PA,19094,S,N,74000,3.07,0,0,0
Hideyo,Scheidler,F,423,1000349,LENOX,TN,38047,S,Y,89000,0.0,0,0,0
Saman,Liptay,M,425,1000725,TACOMA,WA,98418,S,Y,49000,0.0,0,0,0
Babubhai,Devitt,M,608,1001363,PEARSON,WI,54462,S,Y,65500,5.5844755,700,0,400
Ryosaku,Aseltine,M,804,1001537,NORFOLK,VA,23512,M,N,7500,3.205357,0,1800,0
Rafael,Class,M,228,1000979,MINTER CITY,MS,38944,S,Y,98500,5.0,6000,0,1500
Persi,Staudinger,F,276,1001062,MINT SPRING,VA,24463,S,Y,19500,5.75,900,0,900
Hanmao,Bouaricha,F,401,1021966,WAKEFIELD,RI,2879,M,N,66000,0.0,0,0,0
Sankar,Jalloul,F,908,1000501,JERSEY CITY,NJ,7308,M,N,31500,1.5813645,0,2000,0
Francis,Steinauer,M,605,1009079,ENNING,SD,57737,S,Y,77500,0.0,0,0,0
Audris,Himsholt,F,712,1004227,ROWLEY,IA,52329,M,N,77000,8.98,0,80,0
Kalina,Hiraishi,F,856,1000734,WARETOWN,NJ,8758,S,Y,88500,2.480302,1000,0,1500
Takuyu,Bara,F,515,1003014,BRITT,IA,50423,S,Y,11000,1.8622515,40,0,40
Kon,Berard,M,216,1001712,TOLEDO,OH,43614,S,Y,48000,2.1393795,1300,0,1300
Ora,Ventura,F,401,1009267,NARRAGANSETT,RI,2882,S,Y,41500,0.0,0,0,0
Owen,Paterakis,F,603,1003607,LISBON,NH,3585,M,N,10500,0.0,0,0,0
Loganath,Wichert,M,785,1001240,GAS,KS,66742,S,Y,14500,3.5,2250,0,2250
Guenter,Parris,F,302,1011832,WILMINGTON,DE,19899,M,N,17000,3.0181818,0,220,0
Toshiya,Butzer,M,319,1001771,GIFFORD,IA,50259,S,Y,35500,5.6445103,40,0,40
Hermina,Rabehasaina,M,907,1004427,PERRYVILLE,AK,99648,M,Y,31500,0.0,0,0,0
Wenxue,Stauner,M,304,1012508,ALUM CREEK,WV,25003,M,N,34500,4.715,0,4000,0
Noburu,Prokosch,M,808,1000436,HONOLULU,HI,96837,S,Y,47000,8.25,1040,0,1040
Mirit,Brophy,F,646,1000785,QUEENSBURY,NY,12804,M,N,500,4.0,0,0,0
Chengchang,Duntsch,M,315,1000827,NORTH BRANCH,NY,12766,M,N,46000,4.220122,0,0,0
Weining,Gurk,M,318,1001814,MOUNT AIRY,LA,70076,M,N,51500,6.0,0,9000,0
Younghwan,Iwadare,M,802,1011900,EAST POULTNEY,VT,5741,S,Y,24500,3.6,3300,0,3300
Hakgene,Graw,F,580,1001005,LEBANON,OK,73440,S,Y,79000,6.25,1000,0,1000
April,Wrigley,F,406,1002459,GLEN,MT,59732,S,Y,56500,6.9,1900,0,1900
Cezar,Uehara,F,947,1002375,HOLLAND,MI,49422,M,N,60000,3.9,0,6200,0
Nazir,Brandsma,F,216,1001619,GROVEPORT,OH,43196,S,Y,48000,2.1393795,1300,0,1300
Gurjeet,Bonfils,M,608,1001597,BRISTOL,WI,53104,M,N,26500,4.906845,0,1400,0
Yongun,Roush,M,503,1003149,COLUMBIA CITY,OR,97018,M,N,30500,9.0,0,318,0
Jianan,Whiteman,M,225,1003608,NEW ORLEANS,LA,70165,S,Y,2000,2.0,4500,0,1000
Vesna,Macnee,F,203,1003405,WEST HARTFORD,CT,6137,S,Y,25000,5.0,12750,0,0
Juliano,Nadella,F,802,1001090,MIDDLEBURY,VT,5753,M,N,78500,4.5669193,0,6600,0
Meliu,Castan,F,980,1000385,OAK ISLAND,NC,28465,S,Y,31500,6.393357,3300,0,3300
Rakesh,Villano,M,719,1001575,AURORA,CO,80014,M,N,92500,4.63,0,0,0
Kinya,Strooper,F,973,1000369,WRIGHTSTOWN,NJ,8562,M,N,24000,1.4630833,0,2000,0
Leendert,Zhiyi,M,215,1001152,MORRIS,PA,16938,S,Y,62500,3.07,0,0,0
Anup,Slutz,M,563,1001815,BAGLEY,IA,50026,S,Y,38000,6.0304556,40,0,40
Hikyu,Kober,F,251,1004665,COFFEE SPRINGS,AL,36318,M,N,15000,5.0,0,3000,0
Verena,Staples,F,423,1000714,MURFREESBORO,TN,37131,S,Y,66500,0.0,0,0,0
Lennart,Erde,M,870,1004573,BOONEVILLE,AR,72927,M,N,34000,7.0,0,40,0
Mujdat,Akl,M,435,1003784,SALT LAKE CITY,UT,84106,M,N,38000,7.0,0,4950,0
Pak,Treweek,F,617,1001317,SPRINGFIELD,MA,1139,S,Y,11500,5.3,3575,0,1000
Jaap,Garnham,F,860,1007444,WOLCOTT,CT,6716,M,N,33500,5.0,0,24500,0
Jyhyeung,Zeltzer,F,701,1012624,FARGO,ND,58107,S,Y,22000,2.1,3300,0,3300
Safwat,Therien,M,606,1001881,ERLANGER,KY,41018,M,N,36000,3.8333335,0,40,0
Fanica,Sarangdhar,F,775,1002391,ELKO,NV,89803,S,Y,92500,0.0,0,0,0
Jayasree,Wernecke,M,817,1000841,MCLEAN,TX,79057,S,Y,78500,0.0,0,0,0
Burchard,Pargas,F,701,1010277,GWINNER,ND,58040,S,Y,90000,2.7990127,3300,0,3300
Younwoo,Jolfaei,M,302,1017672,WILMINGTON,DE,19803,M,N,83500,5.95,0,220,0
Shalitha,Dondina,M,304,1003301,POINT PLEASANT,WV,25550,S,Y,77000,6.5,2000,0,2000
Frances,DuBourdieux,M,803,1002031,HANAHAN,SC,29410,S,Y,49000,7.0,3300,0,3300
Jocelyne,Abb,M,319,1000173,PRINCETON,IA,52768,M,N,24500,3.9463534,0,80,0
Ryosaku,Anogianakis,M,701,1000473,DONNYBROOK,ND,58734,S,Y,75000,2.6251287,3300,0,3300
Roseli,Parikh,M,954,1001041,ORLANDO,FL,32830,M,N,82500,0.0,0,0,0
Michee,Candy,M,646,1000057,JAMAICA,NY,11435,M,N,45000,4.2143292,0,0,0
Amber,Petry,M,252,1001915,FOREST CITY,NC,28043,M,N,9000,6.0,0,6600,0
Charmane,Charland,M,970,1003703,GATEWAY,CO,81522,M,N,91000,4.63,0,0,0
Ilias,Maclin,M,410,1003727,SILVER SPRING,MD,20902,M,N,67500,4.75,0,4800,0
Gil,Tisdall,F,302,1007722,DOVER,DE,19903,M,N,84000,5.95,0,220,0
Kagan,Coppola,M,308,1004528,WILCOX,NE,68982,M,N,27500,6.84,0,206,0
Nihar,Gorzig,F,208,1008665,BOISE,ID,83724,S,Y,16000,5.8129115,3300,0,3300
Heonshik,Taghva,F,508,1001256,WORTHINGTON,MA,1098,M,N,52000,5.3,0,7150,0
Alicia,Bann,M,620,1003851,BELPRE,KS,67519,M,N,83000,6.45,0,4500,0
Shem,Ancourt,M,406,1015293,SHERIDAN,MT,59749,S,Y,96500,6.9,1900,0,1900
Celina,Hanawa,M,787,1010128,CEIBA,PR,735,M,N,53500,0.0,0,0,0
Giangiacomo,Wyckof,F,202,1012941,WASHINGTON,DC,20535,M,Y,68500,9.0,0,2740,1370
Henrietta,Midorikawa,F,864,1004208,NORWAY,SC,29113,M,N,55000,7.0,0,6600,0
Ghasem,Hogan,F,939,1002792,CAROLINA,PR,987,S,Y,32000,0.0,0,0,0
Frantz,Erde,F,219,1003642,WINDFALL,IN,46076,S,Y,18500,3.4,1000,0,1000
Sofus,Kurino,M,304,1003588,WYCO,WV,25943,S,Y,58500,6.395,2000,0,2000
Millist,Schlegel,F,931,1000293,HARTSVILLE,TN,37074,M,N,71000,0.0,0,0,0
Karin,McMorris,M,641,1003547,CALAMUS,IA,52729,S,Y,87500,8.98,40,0,40
Tuyen,Macedo,F,305,1001107,MIAMI,FL,33132,S,Y,2000,0.0,0,0,0
Radomir,Hamburger,M,410,1004254,ANDREWS AIR FORCE BASE,MD,20762,M,N,12500,4.75,0,4800,0
Vinton,Remy,M,949,1000226,SAN JOSE,CA,95139,M,N,5000,1.0,0,174,0
Vesna,Hamfelt,F,701,1002650,AMBROSE,ND,58833,M,N,62500,2.4802256,0,6600,0
Mahmut,Hallowell,M,207,1011424,WARREN,ME,4864,M,N,19000,8.5,0,5700,0
Harris,Gong,M,812,1000961,LAPEL,IN,46051,M,N,39000,3.4,0,2000,0
Franquiberto,Carzaniga,M,402,1000301,FARNAM,NE,69029,M,N,49500,6.84,0,206,0
Bishwaroop,Chandra,F,303,1002150,EADS,CO,81036,S,Y,79500,4.63,0,0,0
Mojmir,Kinoshita,M,405,1004475,DELAWARE,OK,74027,S,Y,93500,6.25,1000,0,1000
Yukihide,Vouros,M,731,1000892,JACKSON,TN,38302,S,Y,55000,0.0,0,0,0
Alyson,Maxson,F,570,1000679,COOPERSBURG,PA,18036,M,N,92000,3.07,0,0,0
Borje,Durin,M,931,1003371,SNEEDVILLE,TN,37869,M,N,48000,0.0,0,0,0
Enrico,Joseloff,M,563,1001649,GOOSE LAKE,IA,52750,S,Y,72000,8.98,40,0,40
Aimo,Haudot,F,970,1004913,DENVER,CO,80281,S,Y,81500,4.63,0,0,0
Philip,Mittermeir,M,469,1000344,FRUITVALE,TX,75127,S,Y,62000,0.0,0,0,0
Jifeng,Wichlacz,M,715,1002202,NEW FRANKEN,WI,54229,S,Y,50000,5.3151608,700,0,400
Meinolf,Schatz,M,308,1003235,BELDEN,NE,68717,M,N,90000,6.84,0,206,0
Boyd,Casotto,M,907,1014342,KODIAK,AK,99697,S,Y,18000,0.0,0,0,0
Peri,Begg,M,563,1002234,WINTERSET,IA,50273,M,N,7500,1.3219289,0,80,0
Xiuzhen,Kroon,F,712,1004312,ACKLEY,IA,50601,M,N,74000,8.98,0,80,0
Sadun,Kean,M,303,1002770,CARR,CO,80612,S,Y,52000,4.63,0,0,0
Ramakrishnan,Rosenbaum,F,913,1001546,GAS,KS,66742,M,N,35000,6.45,0,4500,0
Kara,Demmel,F,920,1000800,BRISTOL,WI,53104,S,N,61000,5.5062876,700,0,0
Youngsong,Laxer,M,701,1008962,FORMAN,ND,58032,S,Y,21500,2.1,3300,0,3300
Takashige,Itzfeldt,F,850,1000292,JACKSONVILLE,FL,32220,M,N,86000,0.0,0,0,0
Sanguthevar,Ylonen,M,248,1001017,STERLING HEIGHTS,MI,48314,M,N,73500,3.9,0,6200,0
Bishnu,Schervish,F,702,1003649,LAS VEGAS,NV,89136,M,N,17000,0.0,0,0,0
Kang,Zabel,M,939,1008751,COTO LAUREL,PR,780,S,Y,2500,0.0,0,0,0
Balanjaninath,Alwan,F,478,1001050,SAUTEE NACOOCHEE,GA,30571,M,N,29000,6.0,0,5400,0
Vishesh,McNicholl,M,334,1002795,COY,AL,36435,S,Y,39500,5.0,1500,0,300
Maryline,Farah,F,208,1013356,ELK RIVER,ID,83827,S,Y,24500,7.8,3300,0,3300
Dara,Diebold,M,401,1006533,WAKEFIELD,RI,2879,M,N,35500,0.0,0,0,0
Kihong,Omicini,M,605,1011191,AVON,SD,57315,M,N,6500,0.0,0,0,0
Giuseppa,Raha,M,857,1001214,BROCKTON,MA,2303,M,N,95500,5.3,0,7150,0
Fatih,Straube,M,704,1000331,WARRENSVILLE,NC,28693,M,N,33500,6.4353147,0,6600,0
Vilas,Gazdar,F,928,1002594,ARIZONA CITY,AZ,85123,S,N,9000,2.87,2100,0,0
Jonathan,Noordermeer,M,201,1000275,STANHOPE,NJ,7874,S,Y,51000,1.8888958,1000,0,1500
Josiane,Miksik,M,253,1002386,TACOMA,WA,98408,S,Y,69500,0.0,0,0,0
Vlatka,Erbe,F,401,1021206,CRANSTON,RI,2910,M,N,97000,0.0,0,0,0
Tader,Ebcioglu,F,603,1005097,FRANCONIA,NH,3580,S,Y,62500,0.0,0,0,0
Zhonghui,Kabalevsky,F,281,1000472,CORPUS CHRISTI,TX,78477,M,N,95500,0.0,0,0,0
Nong,Prampolini,M,808,1014937,HONOLULU,HI,96835,M,N,26500,5.8164473,0,2080,0
Mingsheng,Barkley,F,207,1016302,SOUTH THOMASTON,ME,4858,M,N,19500,8.5,0,5700,0
Prasasth,Weedman,M,719,1003923,CIMARRON,CO,81220,M,N,31500,4.63,0,0,0
Takuo,Batzoglou,F,802,1005375,CENTER RUTLAND,VT,5736,S,Y,44500,3.8904736,3300,0,3300
Kazumitsu,Rahmeh,F,413,1000375,CENTERVILLE,MA,2636,S,Y,91500,5.3,3575,0,1000
Goff,Eyres,M,804,1001116,NEWSOMS,VA,23874,M,N,44500,5.75,0,1800,0
Shue,Flinn,M,304,1007685,PARKERSBURG,WV,26103,S,Y,34500,4.715,2000,0,2000
Sunondo,Lalanda,F,480,1002515,PHOENIX,AZ,85015,M,N,23000,3.0714998,0,4200,0
Hagit,Blomer,M,727,1001035,PUNTA GORDA,FL,33951,S,Y,1000,0.0,0,0,0
Seichi,Blumenthal,M,503,1006018,DIAMOND,OR,97722,S,Y,90000,9.0,159,0,159
Ruce,Tzaban,M,425,1001544,HOBART,WA,98025,S,Y,44500,0.0,0,0,0
Carron,Kate,F,207,1016660,MILBRIDGE,ME,4658,S,Y,59500,8.5,2850,0,2850
Toralf,Ianni,F,703,1001066,PORTSMOUTH,VA,23705,S,Y,22000,5.75,900,0,900
Woody,Protzel,M,505,1008811,COCHITI PUEBLO,NM,87072,S,Y,63000,5.3,3300,0,3300
Peyyun,Adolphe,F,912,1002160,BAINBRIDGE,GA,39819,M,N,70500,6.0,0,5400,0
Abdelaziz,Nadig,F,207,1016075,HOULTON,ME,4730,S,Y,42500,8.5,2850,0,2850
Udi,Krintz,F,304,1012964,CHARLESTON,WV,25313,S,Y,10500,3.035,2000,0,2000
Belle,Dimitriev,F,406,1000848,ANTELOPE,MT,59211,S,Y,7000,3.3905172,1900,0,1900
Tamiya,Leunen,F,860,1008056,HADLYME,CT,6439,M,N,70500,5.0,0,24500,0
Jun'ichi,Hofman,M,801,1002215,SANDY,UT,84094,S,Y,18000,7.0,2475,0,2475
Felipe,Pilote,M,614,1001989,MANTUA,OH,44255,M,N,79000,3.1684208,0,2600,0
Jinjuan,Raviv,M,443,1003864,ODENTON,MD,21113,S,Y,85500,4.75,2400,0,2400
Yezdezard,Czajkowski,M,478,1002064,NORTH METRO,GA,30029,S,Y,60000,6.0,2700,0,3000
Satyadeep,Givaty,F,504,1000322,BOSSIER CITY,LA,71113,M,N,4500,2.0,0,9000,0
Bassel,Chepyzhov,M,262,1003458,NEW BERLIN,WI,53146,S,N,40500,5.150097,700,0,0
Zhengyou,Malevsky,F,775,1000502,LAS VEGAS,NV,89152,S,Y,45000,0.0,0,0,0
Jindong,Ghemri,M,307,1007044,LYMAN,WY,82937,M,N,64500,0.0,0,0,0
Jeannie,Dratva,M,775,1007503,CRYSTAL BAY,NV,89402,M,N,63500,0.0,0,0,0
Bongki,Shokrollahi,M,406,1015672,GREAT FALLS,MT,59406,M,N,15000,6.9,0,3800,0
Weikai,Whiteley,M,573,1000475,GILMAN CITY,MO,64642,M,N,81000,6.0,0,4200,0
Eltefaat,Bogle,M,856,1000805,TUCKERTON,NJ,8087,M,N,12500,1.4,0,2000,0
Joobin,Gronowski,F,207,1000386,PLYMOUTH,ME,4969,S,Y,98000,8.5,2850,0,2850
Asis,Car,M,980,1001792,ALTAMAHAW,NC,27202,S,Y,85500,7.5262237,3300,0,3300
Mitsugu,Tavs,F,623,1001935,GLENDALE,AZ,85301,M,N,76500,3.90075,0,4200,0
Mitsutoshi,Shiratori,M,802,1014133,EAST POULTNEY,VT,5741,M,N,79000,4.576867,0,6600,0
Royce,Fritts,F,304,1014166,TURTLE CREEK,WV,25203,S,Y,42000,5.24,2000,0,2000
